dt_venda,key_loja,cod_produto,qtd_vendas,vlr_venda_tabelado_mean,vlr_desconto_mean,categoria_produto,sub_categoria_produto,linha_produto
2024-02-23,5,82045,4,230.7,58.74,217.0,422944,731659
2024-02-23,5,82046,1,164.7,33.0,217.0,422944,731659
2024-02-23,5,83372,5,254.7,48.0,955075.0,483679,264366
2024-02-23,5,83845,1,1017.0,191.1,157293.0,483679,120030
2024-02-23,5,84203,1,188.7,0.0,217.0,422944,390554
2024-02-23,6,1650,1,167.7,0.0,217.0,422944,731659
2024-02-23,6,25458,2,419.7,0.0,157293.0,483679,284036
2024-02-23,6,48060,17,1054.4823529411765,266.7247058823529,217.0,422944,306420
2024-02-23,6,48062,20,925.275,284.232,217.0,422944,306420
2024-02-23,6,48281,17,434.25882352941176,135.22764705882352,217.0,422944,731659
2024-02-23,6,48282,2,230.7,0.0,217.0,422944,731659
2024-02-23,6,48619,2,140.7,0.0,217.0,422944,390554
2024-02-23,6,48672,1,164.7,56.25,217.0,422944,731659
2024-02-23,6,48673,1,164.7,0.0,217.0,422944,731659
2024-02-23,6,48675,18,331.9166666666667,100.36,217.0,422944,731659
2024-02-23,6,48676,2,256.04999999999995,0.0,217.0,422944,731659
2024-02-23,6,49823,2,140.7,0.0,217.0,422944,390554
2024-02-23,6,49880,1,134.7,0.0,217.0,422944,390554
2024-02-23,6,49945,2,140.7,0.0,217.0,422944,390554
2024-02-23,6,49954,2,230.7,0.0,217.0,422944,731659
2024-02-23,6,51387,2,614.7,149.08499999999998,157293.0,483679,212257
2024-02-23,6,51395,4,614.7,134.5425,157293.0,311781,212257
2024-02-23,6,52004,9,358.8666666666666,116.45666666666665,217.0,422944,731659
2024-02-23,6,52005,8,188.6625,58.89375,217.0,422944,731659
2024-02-23,6,74096,5,713.58,130.24200000000002,157293.0,483679,264366
2024-02-23,6,77690,1,188.7,0.0,217.0,422944,390554
2024-02-23,6,81423,1,389.7,0.0,217.0,422944,200277
2024-02-23,6,82045,5,276.84,81.23400000000001,217.0,422944,731659
2024-02-23,6,83053,1,134.7,0.0,217.0,422944,390554
2024-02-23,6,83845,2,1017.0,191.1,157293.0,483679,120030
2024-02-23,6,84203,1,188.7,0.0,217.0,422944,390554
2024-02-23,8,1428,1,230.7,69.21,217.0,422944,731659
2024-02-23,8,1650,1,167.7,0.0,217.0,422944,731659
2024-02-23,8,25458,11,419.7,0.0,157293.0,483679,284036
2024-02-23,8,29226,1,389.7,0.0,217.0,422944,200277
2024-02-23,8,47905,1,404.7,0.0,157293.0,483679,85436
2024-02-23,8,48060,37,863.6594594594594,221.33756756756756,217.0,422944,306420
2024-02-23,8,48062,50,677.586,200.3568,217.0,422944,306420
2024-02-23,8,48145,1,404.7,0.0,157293.0,483679,85436
2024-02-23,8,48281,33,398.4818181818182,115.79545454545455,217.0,422944,731659
2024-02-23,8,48282,4,346.05,0.0,217.0,422944,731659
2024-02-23,8,48562,1,158.7,0.0,217.0,32688,731659
2024-02-23,8,48635,5,419.7,0.0,157293.0,483679,284036
2024-02-23,8,48645,3,389.7,0.0,955075.0,422944,200277
2024-02-23,8,48672,7,164.7,37.43142857142857,217.0,422944,731659
2024-02-23,8,48675,49,390.1714285714285,117.19836734693878,217.0,422944,731659
2024-02-23,8,48676,7,195.08571428571426,0.0,217.0,422944,731659
2024-02-23,8,48730,1,134.7,0.0,217.0,422944,390554
2024-02-23,8,49823,5,196.97999999999996,0.0,217.0,422944,390554
2024-02-23,8,49825,2,188.7,0.0,217.0,422944,390554
2024-02-23,8,49897,1,377.4,0.0,217.0,422944,390554
2024-02-23,8,49945,2,140.7,28.14,217.0,422944,390554
2024-02-23,8,49954,5,230.7,0.0,217.0,422944,731659
2024-02-23,8,50651,1,494.7,148.41,157293.0,311781,736254
2024-02-23,8,51237,1,209.7,0.0,217.0,422944,390554
2024-02-23,8,51395,3,614.7,120.0,157293.0,311781,212257
2024-02-23,8,52004,17,325.6941176470588,93.6864705882353,217.0,422944,731659
2024-02-23,8,52005,13,348.29999999999995,109.32923076923076,217.0,422944,731659
2024-02-23,8,52008,5,197.64,48.906,217.0,422944,731659
2024-02-23,8,52016,1,158.7,0.0,217.0,32688,731659
2024-02-23,8,53509,1,137.7,0.0,217.0,422944,390554
2024-02-23,8,54184,2,206.54999999999998,0.0,217.0,422944,390554
2024-02-23,8,74096,6,594.65,108.53500000000001,157293.0,483679,264366
2024-02-23,8,77690,2,188.7,0.0,217.0,422944,390554
2024-02-23,8,81423,1,389.7,0.0,217.0,422944,200277
2024-02-23,8,82037,2,224.7,0.0,157293.0,483679,390554
2024-02-23,8,82046,1,164.7,48.51,217.0,422944,731659
2024-02-23,8,83068,1,494.7,0.0,157293.0,483679,306420
2024-02-23,8,83845,1,1017.0,191.1,157293.0,483679,120030
2024-02-23,8,84203,1,188.7,0.0,217.0,422944,390554
2024-02-23,8,84206,1,209.7,0.0,217.0,422944,390554
2024-02-24,2,1428,1,230.7,0.0,217.0,422944,731659
2024-02-24,2,25458,3,539.6,0.0,157293.0,483679,284036
2024-02-24,2,48060,27,909.3,222.5933333333333,217.0,422944,306420
2024-02-24,2,48062,1,569.4,133.92,217.0,422944,306420
2024-02-24,2,48281,7,395.4857142857142,120.66428571428573,217.0,422944,731659
2024-02-24,2,48282,3,307.59999999999997,0.0,217.0,422944,731659
2024-02-24,2,48673,1,164.7,0.0,217.0,422944,731659
2024-02-24,2,48675,16,426.75,125.64,217.0,422944,731659
2024-02-24,2,48676,3,170.69999999999996,0.0,217.0,422944,731659
2024-02-24,2,49823,1,140.7,0.0,217.0,422944,390554
2024-02-24,2,49887,1,140.7,0.0,217.0,422944,390554
2024-02-24,2,49954,3,230.69999999999996,0.0,217.0,422944,731659
2024-02-24,2,50651,2,464.7,0.0,157293.0,311781,736254
2024-02-24,2,51387,2,614.7,120.0,157293.0,483679,212257
2024-02-24,2,51395,3,614.7,120.0,157293.0,311781,212257
2024-02-24,2,52004,2,346.04999999999995,114.99000000000001,217.0,422944,731659
2024-02-24,2,52005,3,167.7,46.31999999999999,217.0,422944,731659
2024-02-24,2,74096,10,509.7,93.03,157293.0,483679,264366
2024-02-24,2,74722,2,494.7,0.0,157293.0,483679,306420
2024-02-24,2,76666,7,462.5142857142857,48.0,157293.0,311781,109471
2024-02-24,2,82250,1,170.7,36.0,217.0,422944,731659
2024-02-24,3,29226,1,389.7,0.0,217.0,422944,200277
2024-02-24,3,48060,4,779.4,194.685,217.0,422944,306420
2024-02-24,3,48062,4,1138.8,363.91499999999996,217.0,422944,306420
2024-02-24,3,48281,6,538.3000000000001,176.48000000000002,217.0,422944,731659
2024-02-24,3,48675,4,426.75,139.5,217.0,422944,731659
2024-02-24,3,48676,1,170.7,0.0,217.0,422944,731659
2024-02-24,3,51395,1,614.7,120.0,157293.0,311781,212257
2024-02-24,3,52004,2,230.7,58.74,217.0,422944,731659
2024-02-24,3,52005,1,167.7,36.0,217.0,422944,731659
2024-02-24,3,74096,3,509.7,93.03000000000002,157293.0,483679,264366
2024-02-24,3,81423,1,389.7,0.0,217.0,422944,200277
2024-02-24,3,82045,3,230.69999999999996,73.07000000000001,217.0,422944,731659
2024-02-24,3,82046,1,164.7,33.0,217.0,422944,731659
2024-02-24,3,82250,2,170.7,55.8,217.0,422944,731659
2024-02-24,4,1650,1,167.7,0.0,217.0,422944,731659
2024-02-24,4,47905,1,404.7,0.0,157293.0,483679,85436
2024-02-24,4,48060,8,876.825,211.95,217.0,422944,306420
2024-02-24,4,48281,13,390.4153846153846,107.6676923076923,217.0,422944,731659
2024-02-24,4,48562,1,158.7,0.0,217.0,32688,731659
2024-02-24,4,48635,3,419.7,0.0,955075.0,483679,284036
2024-02-24,4,48672,1,164.7,33.0,217.0,422944,731659
2024-02-24,4,48675,4,213.375,52.92,217.0,422944,731659
2024-02-24,4,48676,1,170.7,0.0,217.0,422944,731659
2024-02-24,4,48680,1,170.7,0.0,217.0,422944,731659
2024-02-24,4,49898,1,134.7,0.0,217.0,422944,390554
2024-02-24,4,49943,1,188.7,0.0,217.0,422944,390554
2024-02-24,4,49954,1,230.7,0.0,217.0,422944,731659
2024-02-24,4,51387,1,614.7,120.0,157293.0,483679,212257
2024-02-24,4,51395,1,614.7,120.0,157293.0,311781,212257
2024-02-24,4,52004,9,410.1333333333333,115.17666666666666,217.0,422944,731659
2024-02-24,4,52005,2,251.54999999999998,84.99,217.0,422944,731659
2024-02-24,4,53508,1,188.7,0.0,217.0,422944,390554
2024-02-24,4,74096,5,611.64,111.63600000000001,157293.0,483679,264366
2024-02-24,4,74722,1,494.7,0.0,157293.0,483679,306420
2024-02-24,4,76664,1,419.7,86.43,157293.0,311781,109471
2024-02-24,4,76666,2,419.7,64.215,157293.0,311781,109471
2024-02-24,4,77241,2,554.7,0.0,157293.0,483679,85436
2024-02-24,4,77690,1,188.7,0.0,217.0,422944,390554
2024-02-24,4,77989,1,899.7,0.0,157293.0,483679,306420
2024-02-24,4,82045,4,461.4,122.85000000000001,217.0,422944,731659
2024-02-24,4,82250,1,170.7,51.84,217.0,422944,731659
2024-02-24,4,83372,1,509.4,96.0,157293.0,483679,264366
2024-02-24,4,84203,1,188.7,0.0,217.0,422944,390554
2024-02-24,4,84204,1,134.7,0.0,217.0,422944,390554
2024-02-24,5,1428,2,230.7,69.21,217.0,422944,731659
2024-02-24,5,25458,2,404.7,0.0,157293.0,483679,284036
2024-02-24,5,47851,3,464.7,232.35,157293.0,311781,736254
2024-02-24,5,47905,3,374.7,124.89999999999999,157293.0,483679,85436
2024-02-24,5,48060,30,1065.1799999999998,267.955,217.0,422944,306420
2024-02-24,5,48062,28,904.9392857142857,267.7371428571428,217.0,422944,306420
2024-02-24,5,48145,1,374.7,0.0,157293.0,483679,85436
2024-02-24,5,48281,22,513.8318181818181,146.94545454545457,217.0,422944,731659
2024-02-24,5,48282,2,230.7,0.0,217.0,422944,731659
2024-02-24,5,48375,1,389.7,0.0,217.0,422944,200277
2024-02-24,5,48672,1,164.7,33.0,217.0,422944,731659
2024-02-24,5,48673,1,164.7,0.0,217.0,422944,731659
2024-02-24,5,48675,1,170.7,59.76,217.0,422944,731659
2024-02-24,5,48676,2,256.04999999999995,0.0,217.0,422944,731659
2024-02-24,5,48680,2,170.7,0.0,217.0,422944,731659
2024-02-24,5,49881,2,188.7,0.0,217.0,422944,390554
2024-02-24,5,50651,4,464.7,139.41,157293.0,311781,736254
2024-02-24,5,51387,2,922.0500000000001,180.0,157293.0,483679,212257
2024-02-24,5,51395,1,1229.4,240.0,157293.0,311781,212257
2024-02-24,5,52004,3,384.5,119.41000000000001,217.0,422944,731659
2024-02-24,5,52005,2,167.7,43.739999999999995,217.0,422944,731659
2024-02-24,5,52008,1,164.7,33.0,217.0,422944,731659
2024-02-24,5,74096,6,594.65,108.53500000000001,157293.0,483679,264366
2024-02-24,5,76664,1,389.7,39.0,157293.0,311781,109471
2024-02-24,5,76666,4,708.225,126.82499999999999,157293.0,311781,109471
2024-02-24,5,77989,1,869.7,0.0,157293.0,483679,306420
2024-02-24,5,82037,1,224.7,0.0,157293.0,483679,390554
2024-02-24,5,82045,2,230.7,48.0,217.0,422944,731659
2024-02-24,5,83372,2,254.7,48.0,955075.0,483679,264366
2024-02-24,5,84206,2,209.7,0.0,217.0,422944,390554
2024-02-24,6,47851,1,494.7,0.0,157293.0,311781,736254
2024-02-24,6,47881,1,389.7,0.0,157293.0,311781,736254
2024-02-24,6,48060,21,853.6285714285713,217.71571428571428,217.0,422944,306420
2024-02-24,6,48062,27,917.3666666666666,291.6711111111111,217.0,422944,306420
2024-02-24,6,48281,18,410.1333333333333,121.74166666666666,217.0,422944,731659
2024-02-24,6,48282,2,230.7,0.0,217.0,422944,731659
2024-02-24,6,48619,1,140.7,0.0,217.0,422944,390554
2024-02-24,6,48635,4,419.7,0.0,157293.0,483679,284036
2024-02-24,6,48672,2,164.7,44.625,217.0,422944,731659
2024-02-24,6,48675,15,364.15999999999997,115.34400000000001,217.0,422944,731659
2024-02-24,6,48676,1,512.1,0.0,217.0,422944,731659
2024-02-24,6,49825,1,188.7,0.0,217.0,422944,390554
2024-02-24,6,49945,1,140.7,0.0,217.0,422944,390554
2024-02-24,6,52004,6,230.69999999999996,64.115,217.0,422944,731659
2024-02-24,6,52005,8,209.625,64.3575,217.0,422944,731659
2024-02-24,6,74096,1,509.7,93.03,157293.0,483679,264366
2024-02-24,6,76666,2,629.55,63.0,157293.0,311781,109471
2024-02-24,6,80876,1,554.7,0.0,157293.0,483679,85436
2024-02-24,6,82045,5,276.84,72.64200000000001,217.0,422944,731659
2024-02-24,6,82046,1,164.7,33.0,217.0,422944,731659
2024-02-24,6,82250,8,277.3875,84.24000000000001,217.0,422944,731659
2024-02-24,6,83053,1,134.7,0.0,217.0,422944,390554
2024-02-24,6,83845,1,1017.0,191.1,157293.0,483679,120030
2024-02-24,6,84204,1,134.7,0.0,217.0,422944,390554
2024-02-24,8,1428,6,307.59999999999997,92.27999999999999,217.0,422944,731659
2024-02-24,8,25458,8,419.7,0.0,157293.0,483679,284036
2024-02-24,8,29226,2,389.7,0.0,217.0,422944,200277
2024-02-24,8,47905,1,404.7,0.0,157293.0,483679,85436
2024-02-24,8,48060,29,752.5241379310345,184.07068965517243,217.0,422944,306420
2024-02-24,8,48062,42,732.0857142857143,214.27285714285713,217.0,422944,306420
2024-02-24,8,48281,46,692.1,220.63826086956524,217.0,422944,731659
2024-02-24,8,48282,2,230.7,0.0,217.0,422944,731659
2024-02-24,8,48352,1,554.7,0.0,157293.0,483679,85436
2024-02-24,8,48562,1,158.7,0.0,217.0,32688,731659
2024-02-24,8,48635,1,419.7,0.0,157293.0,483679,284036
2024-02-24,8,48672,1,329.4,66.0,217.0,422944,731659
2024-02-24,8,48675,54,426.75,131.50666666666666,217.0,422944,731659
2024-02-24,8,48676,5,204.83999999999997,0.0,217.0,422944,731659
2024-02-24,8,49823,1,140.7,0.0,217.0,422944,390554
2024-02-24,8,49893,1,188.7,0.0,217.0,422944,390554
2024-02-24,8,49896,1,269.4,0.0,217.0,422944,390554
2024-02-24,8,49897,1,188.7,0.0,217.0,422944,390554
2024-02-24,8,49898,1,134.7,0.0,217.0,422944,390554
2024-02-24,8,49943,1,188.7,0.0,217.0,422944,390554
2024-02-24,8,49945,5,168.83999999999997,33.768,217.0,422944,390554
2024-02-24,8,49954,3,230.69999999999996,0.0,217.0,422944,731659
2024-02-24,8,50651,2,742.05,222.615,157293.0,311781,736254
