dt_venda,key_loja,cod_produto,qtd_vendas,vlr_venda_tabelado_mean,vlr_desconto_mean,categoria_produto,sub_categoria_produto,linha_produto
2024-01-02,8,48675,1,170.7,0.0,217.0,422944,731659
2024-01-02,8,48676,14,438.9428571428571,117.46285714285715,217.0,422944,731659
2024-01-02,8,48680,1,170.7,36.0,217.0,422944,731659
2024-01-02,8,49954,10,415.26000000000005,118.62,217.0,422944,731659
2024-01-02,8,51387,1,614.7,218.82,157293.0,483679,212257
2024-01-02,8,52004,2,230.7,40.71,217.0,422944,731659
2024-01-02,8,52005,1,167.7,29.61,217.0,422944,731659
2024-01-02,8,52008,1,164.7,29.07,217.0,422944,731659
2024-01-02,8,71876,1,404.7,97.14,157293.0,483679,85436
2024-01-02,8,74096,2,509.7,0.0,157293.0,483679,264366
2024-01-02,8,75610,1,599.4,300.0,157293.0,483679,22428
2024-01-02,8,77690,17,444.0,134.11764705882354,217.0,422944,390554
2024-01-02,8,77989,4,1124.625,169.6275,157293.0,483679,306420
2024-01-02,8,83053,2,134.7,39.06,217.0,422944,390554
2024-01-02,8,83068,1,494.7,45.03,157293.0,483679,306420
2024-01-02,8,84203,14,431.3142857142857,125.07428571428571,217.0,422944,390554
2024-01-02,8,84206,1,209.7,31.44,217.0,422944,390554
2024-01-03,1,48062,1,284.7,0.0,217.0,422944,306420
2024-01-03,1,48253,1,170.7,0.0,217.0,422944,731659
2024-01-03,1,48282,1,230.7,48.0,217.0,422944,731659
2024-01-03,1,48676,1,170.7,36.0,217.0,422944,731659
2024-01-03,1,52004,2,230.7,40.71,217.0,422944,731659
2024-01-03,1,52008,1,164.7,29.07,217.0,422944,731659
2024-01-03,2,25458,3,404.7,0.0,157293.0,483679,284036
2024-01-03,2,29226,3,389.7,0.0,955075.0,422944,200277
2024-01-03,2,47851,2,464.7,135.0,157293.0,311781,736254
2024-01-03,2,48060,3,779.4,0.0,217.0,422944,306420
2024-01-03,2,48062,1,569.4,0.0,217.0,422944,306420
2024-01-03,2,48281,1,230.7,0.0,217.0,422944,731659
2024-01-03,2,48282,5,322.97999999999996,67.2,217.0,422944,731659
2024-01-03,2,48676,1,170.7,36.0,217.0,422944,731659
2024-01-03,2,51395,1,614.7,218.82,157293.0,311781,212257
2024-01-03,2,75610,1,599.4,300.0,157293.0,483679,22428
2024-01-03,2,77690,1,377.4,114.0,217.0,422944,390554
2024-01-03,3,1428,2,346.04999999999995,93.48,217.0,422944,731659
2024-01-03,3,48281,1,230.7,0.0,217.0,422944,731659
2024-01-03,3,48282,4,519.0749999999999,140.22000000000003,217.0,422944,731659
2024-01-03,3,48676,4,170.7,39.96,217.0,422944,731659
